id;value;location;date;measure;unit
609074;0.12;"Busarakhan";22/12/2005;"gamma-Hexachlorocyclohexane";"µg/l"
609075;0.26;"Busarakhan";22/12/2005;"Dieldrin";"µg/l"
609076;0.17;"Busarakhan";22/12/2005;"Endrin";"µg/l"
613507;1.50;"Kannika";16/1/2005;"Water temperature";"C"
613510;11.40;"Kannika";16/1/2005;"Dissolved oxygen";"mg/l"
613512;124.59;"Kannika";16/1/2005;"Total hardness";"mg/l"
613513;240.89;"Kannika";16/1/2005;"Bicarbonates";"mg/l"
613516;318.00;"Kannika";16/1/2005;"Total dissolved salts";"mg/l"
613517;1.15;"Kannika";16/1/2005;"Ammonium";"mg/l"
613518;0.02;"Kannika";16/1/2005;"Nitrites";"mg/l"
613519;2.50;"Kannika";16/1/2005;"Nitrates";"mg/l"
613520;0.05;"Kannika";16/1/2005;"Orthophosphate-phosphorus";"mg/l"
613521;0.15;"Kannika";16/1/2005;"Total phosphorus";"mg/l"
613522;10.72;"Kannika";16/1/2005;"Silica (SiO2)";"mg/l"
613523;36.40;"Kannika";16/1/2005;"Calcium";"mg/l"
613524;32.09;"Kannika";16/1/2005;"Magnesium";"mg/l"
613525;35.50;"Kannika";16/1/2005;"Chlorides";"mg/l"
613526;17.00;"Kannika";16/1/2005;"Sulphates";"mg/l"
613527;0.27;"Kannika";16/1/2005;"Iron";"mg/l"
613528;0.04;"Kannika";16/1/2005;"Manganese";"mg/l"
613529;37.00;"Kannika";16/1/2005;"Zinc";"µg/l"
613530;13.43;"Kannika";16/1/2005;"Copper";"µg/l"
613531;16.40;"Kannika";16/1/2005;"Chromium";"µg/l"
613532;1.90;"Kannika";16/1/2005;"Lead";"µg/l"
613533;0.25;"Kannika";16/1/2005;"Cadmium";"µg/l"
613534;0.00;"Kannika";16/1/2005;"Mercury";"µg/l"
613535;5.60;"Kannika";16/1/2005;"Nickel";"µg/l"
613536;3.50;"Kannika";16/1/2005;"Biochemical Oxygen";"mg/l"
613537;4.40;"Kannika";16/1/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613538;0.29;"Kannika";16/1/2005;"Petroleum hydrocarbons";"mg/l"
613540;0.00;"Kannika";16/1/2005;"Heptachloroepoxide";"µg/l"
613541;9.0e-03;"Kannika";16/1/2005;"Heptachlor";"µg/l"
613542;0.00;"Kannika";16/1/2005;"Endosulfan (alpha)";"µg/l"
613543;0.00;"Kannika";16/1/2005;"Endosulfan (beta)";"µg/l"
613544;0.06;"Kannika";16/1/2005;"p,p-DDD";"µg/l"
613545;0.09;"Kannika";16/1/2005;"p,p-DDE";"µg/l"
613546;0.10;"Kannika";16/1/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613547;0.07;"Kannika";16/1/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613548;0.06;"Kannika";16/1/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613549;0.00;"Kannika";16/1/2005;"Aldrin";"µg/l"
613550;0.00;"Kannika";16/1/2005;"Dieldrin";"µg/l"
613551;0.15;"Kannika";16/1/2005;"Endrin";"µg/l"
613552;2.16;"Kannika";16/1/2005;"Macrozoobenthos";
613553;0.50;"Kannika";11/2/2005;"Water temperature";"C"
613556;11.80;"Kannika";11/2/2005;"Dissolved oxygen";"mg/l"
613558;130.30;"Kannika";11/2/2005;"Total hardness";"mg/l"
613559;140.30;"Kannika";11/2/2005;"Bicarbonates";"mg/l"
613562;320.00;"Kannika";11/2/2005;"Total dissolved salts";"mg/l"
613563;0.11;"Kannika";11/2/2005;"Ammonium";"mg/l"
613564;0.01;"Kannika";11/2/2005;"Nitrites";"mg/l"
613565;2.65;"Kannika";11/2/2005;"Nitrates";"mg/l"
613566;0.06;"Kannika";11/2/2005;"Orthophosphate-phosphorus";"mg/l"
613567;0.16;"Kannika";11/2/2005;"Total phosphorus";"mg/l"
613568;11.42;"Kannika";11/2/2005;"Silica (SiO2)";"mg/l"
613569;56.59;"Kannika";11/2/2005;"Calcium";"mg/l"
613570;22.10;"Kannika";11/2/2005;"Magnesium";"mg/l"
613571;28.40;"Kannika";11/2/2005;"Chlorides";"mg/l"
613572;27.90;"Kannika";11/2/2005;"Sulphates";"mg/l"
613573;1.21;"Kannika";11/2/2005;"Iron";"mg/l"
613574;0.08;"Kannika";11/2/2005;"Manganese";"mg/l"
613575;39.00;"Kannika";11/2/2005;"Zinc";"µg/l"
613576;15.60;"Kannika";11/2/2005;"Copper";"µg/l"
613577;13.29;"Kannika";11/2/2005;"Chromium";"µg/l"
613578;6.32;"Kannika";11/2/2005;"Lead";"µg/l"
613579;1.66;"Kannika";11/2/2005;"Cadmium";"µg/l"
613580;0.57;"Kannika";11/2/2005;"Mercury";"µg/l"
613581;2.27;"Kannika";11/2/2005;"Nickel";"µg/l"
613582;4.10;"Kannika";11/2/2005;"Biochemical Oxygen";"mg/l"
613583;4.50;"Kannika";11/2/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613584;0.10;"Kannika";11/2/2005;"Anionic active surfactants";"mg/l"
613585;0.58;"Kannika";11/2/2005;"Petroleum hydrocarbons";"mg/l"
613587;0.00;"Kannika";11/2/2005;"Atrazine";"µg/l"
613588;0.00;"Kannika";11/2/2005;"Heptachlor";"µg/l"
613589;0.14;"Kannika";11/2/2005;"p,p-DDD";"µg/l"
613590;0.01;"Kannika";11/2/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613591;0.13;"Kannika";11/2/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613592;0.03;"Kannika";11/2/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613593;2.00;"Kannika";11/2/2005;"Macrozoobenthos";
613594;3.50;"Kannika";11/3/2005;"Water temperature";"C"
613597;11.90;"Kannika";11/3/2005;"Dissolved oxygen";"mg/l"
613599;135.89;"Kannika";11/3/2005;"Total hardness";"mg/l"
613600;253.69;"Kannika";11/3/2005;"Bicarbonates";"mg/l"
613603;333.00;"Kannika";11/3/2005;"Total dissolved salts";"mg/l"
613604;0.21;"Kannika";11/3/2005;"Ammonium";"mg/l"
613605;0.02;"Kannika";11/3/2005;"Nitrites";"mg/l"
613606;2.47;"Kannika";11/3/2005;"Nitrates";"mg/l"
613607;0.05;"Kannika";11/3/2005;"Orthophosphate-phosphorus";"mg/l"
613608;0.07;"Kannika";11/3/2005;"Total phosphorus";"mg/l"
613609;3.46;"Kannika";11/3/2005;"Silica (SiO2)";"mg/l"
613610;64.69;"Kannika";11/3/2005;"Calcium";"mg/l"
613611;19.60;"Kannika";11/3/2005;"Magnesium";"mg/l"
613612;49.70;"Kannika";11/3/2005;"Chlorides";"mg/l"
613613;24.00;"Kannika";11/3/2005;"Sulphates";"mg/l"
613614;0.62;"Kannika";11/3/2005;"Iron";"mg/l"
613615;0.08;"Kannika";11/3/2005;"Manganese";"mg/l"
613616;56.00;"Kannika";11/3/2005;"Zinc";"µg/l"
613617;7.27;"Kannika";11/3/2005;"Copper";"µg/l"
613618;0.13;"Kannika";11/3/2005;"Chromium";"µg/l"
613619;4.64;"Kannika";11/3/2005;"Lead";"µg/l"
613620;0.05;"Kannika";11/3/2005;"Cadmium";"µg/l"
613621;0.57;"Kannika";11/3/2005;"Mercury";"µg/l"
613622;3.28;"Kannika";11/3/2005;"Nickel";"µg/l"
613623;2.70;"Kannika";11/3/2005;"Biochemical Oxygen";"mg/l"
613624;3.10;"Kannika";11/3/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613625;0.02;"Kannika";11/3/2005;"Petroleum hydrocarbons";"mg/l"
613626;0.00;"Kannika";11/3/2005;"Heptachloroepoxide";"µg/l"
613627;0.00;"Kannika";11/3/2005;"Heptachlor";"µg/l"
613628;0.01;"Kannika";11/3/2005;"p,p-DDT";"µg/l"
613629;0.13;"Kannika";11/3/2005;"p,p-DDD";"µg/l"
613630;0.02;"Kannika";11/3/2005;"p,p-DDE";"µg/l"
613631;0.00;"Kannika";11/3/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613632;0.07;"Kannika";11/3/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613633;0.07;"Kannika";11/3/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613634;0.00;"Kannika";11/3/2005;"Aldrin";"µg/l"
613635;0.00;"Kannika";11/3/2005;"Dieldrin";"µg/l"
613636;0.17;"Kannika";11/3/2005;"Endrin";"µg/l"
613637;1.96;"Kannika";11/3/2005;"Macrozoobenthos";
613638;7.50;"Kannika";8/4/2005;"Water temperature";"C"
613641;8.10;"Kannika";8/4/2005;"Dissolved oxygen";"mg/l"
613642;67.50;"Kannika";8/4/2005;"Oxygen saturation";"mg/l"
613644;145.80;"Kannika";8/4/2005;"Total hardness";"mg/l"
613645;266.50;"Kannika";8/4/2005;"Bicarbonates";"mg/l"
613648;335.00;"Kannika";8/4/2005;"Total dissolved salts";"mg/l"
613649;0.20;"Kannika";8/4/2005;"Ammonium";"mg/l"
613650;0.01;"Kannika";8/4/2005;"Nitrites";"mg/l"
613651;2.45;"Kannika";8/4/2005;"Nitrates";"mg/l"
613652;0.03;"Kannika";8/4/2005;"Orthophosphate-phosphorus";"mg/l"
613653;0.11;"Kannika";8/4/2005;"Total phosphorus";"mg/l"
613654;6.95;"Kannika";8/4/2005;"Silica (SiO2)";"mg/l"
613655;64.12;"Kannika";8/4/2005;"Calcium";"mg/l"
613656;24.32;"Kannika";8/4/2005;"Magnesium";"mg/l"
613657;48.20;"Kannika";8/4/2005;"Chlorides";"mg/l"
613658;53.00;"Kannika";8/4/2005;"Sulphates";"mg/l"
613659;0.58;"Kannika";8/4/2005;"Iron";"mg/l"
613660;0.07;"Kannika";8/4/2005;"Manganese";"mg/l"
613661;16.00;"Kannika";8/4/2005;"Zinc";"µg/l"
613662;7.01;"Kannika";8/4/2005;"Copper";"µg/l"
613663;0.65;"Kannika";8/4/2005;"Chromium";"µg/l"
613664;3.12;"Kannika";8/4/2005;"Lead";"µg/l"
613665;0.50;"Kannika";8/4/2005;"Cadmium";"µg/l"
613666;0.00;"Kannika";8/4/2005;"Mercury";"µg/l"
613667;1.72;"Kannika";8/4/2005;"Nickel";"µg/l"
613668;2.30;"Kannika";8/4/2005;"Biochemical Oxygen";"mg/l"
613669;3.90;"Kannika";8/4/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613670;1.29;"Kannika";8/4/2005;"Petroleum hydrocarbons";"mg/l"
613671;0.00;"Kannika";8/4/2005;"Atrazine";"µg/l"
613672;0.00;"Kannika";8/4/2005;"Heptachloroepoxide";"µg/l"
613673;0.00;"Kannika";8/4/2005;"Heptachlor";"µg/l"
613674;0.00;"Kannika";8/4/2005;"Endosulfan (alpha)";"µg/l"
613675;0.00;"Kannika";8/4/2005;"Endosulfan (beta)";"µg/l"
613676;0.00;"Kannika";8/4/2005;"p,p-DDT";"µg/l"
613677;0.03;"Kannika";8/4/2005;"p,p-DDD";"µg/l"
613678;0.00;"Kannika";8/4/2005;"p,p-DDE";"µg/l"
613679;0.00;"Kannika";8/4/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613680;0.02;"Kannika";8/4/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613681;0.01;"Kannika";8/4/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613682;0.00;"Kannika";8/4/2005;"Aldrin";"µg/l"
613683;0.00;"Kannika";8/4/2005;"Dieldrin";"µg/l"
613684;0.00;"Kannika";8/4/2005;"Endrin";"µg/l"
613685;1.93;"Kannika";8/4/2005;"Macrozoobenthos";
613686;20.50;"Kannika";13/5/2005;"Water temperature";"C"
613689;7.84;"Kannika";13/5/2005;"Dissolved oxygen";"mg/l"
613690;87.69;"Kannika";13/5/2005;"Oxygen saturation";"mg/l"
613692;137.39;"Kannika";13/5/2005;"Total hardness";"mg/l"
613693;47.40;"Kannika";13/5/2005;"Carbonates";"mg/l"
613694;108.50;"Kannika";13/5/2005;"Bicarbonates";"mg/l"
613697;296.00;"Kannika";13/5/2005;"Total dissolved salts";"mg/l"
613698;0.32;"Kannika";13/5/2005;"Ammonium";"mg/l"
613699;0.07;"Kannika";13/5/2005;"Nitrites";"mg/l"
613700;1.79;"Kannika";13/5/2005;"Nitrates";"mg/l"
613701;3.21;"Kannika";13/5/2005;"Total nitrogen";"mg/l"
613702;0.00;"Kannika";13/5/2005;"Orthophosphate-phosphorus";"mg/l"
613703;0.01;"Kannika";13/5/2005;"Total phosphorus";"mg/l"
613704;4.16;"Kannika";13/5/2005;"Silica (SiO2)";"mg/l"
613705;51.00;"Kannika";13/5/2005;"Calcium";"mg/l"
613706;28.60;"Kannika";13/5/2005;"Magnesium";"mg/l"
613707;34.09;"Kannika";13/5/2005;"Chlorides";"mg/l"
613708;0.42;"Kannika";13/5/2005;"Iron";"mg/l"
613709;0.04;"Kannika";13/5/2005;"Manganese";"mg/l"
613710;22.00;"Kannika";13/5/2005;"Zinc";"µg/l"
613711;6.49;"Kannika";13/5/2005;"Copper";"µg/l"
613712;1.05;"Kannika";13/5/2005;"Chromium";"µg/l"
613713;8.20;"Kannika";13/5/2005;"Lead";"µg/l"
613714;0.10;"Kannika";13/5/2005;"Cadmium";"µg/l"
613715;0.00;"Kannika";13/5/2005;"Mercury";"µg/l"
613716;3.72;"Kannika";13/5/2005;"Nickel";"µg/l"
613717;1.80;"Kannika";13/5/2005;"Biochemical Oxygen";"mg/l"
613718;2.60;"Kannika";13/5/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613719;0.01;"Kannika";13/5/2005;"Petroleum hydrocarbons";"mg/l"
613720;0.00;"Kannika";13/5/2005;"Alachlor";"µg/l"
613721;0.01;"Kannika";13/5/2005;"Metolachlor";"µg/l"
613722;0.00;"Kannika";13/5/2005;"Heptachloroepoxide";"µg/l"
613723;0.00;"Kannika";13/5/2005;"Heptachlor";"µg/l"
613724;0.00;"Kannika";13/5/2005;"Endosulfan (alpha)";"µg/l"
613725;0.00;"Kannika";13/5/2005;"Endosulfan (beta)";"µg/l"
613726;0.00;"Kannika";13/5/2005;"p,p-DDT";"µg/l"
613727;0.06;"Kannika";13/5/2005;"p,p-DDD";"µg/l"
613728;0.02;"Kannika";13/5/2005;"p,p-DDE";"µg/l"
613729;0.00;"Kannika";13/5/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613730;9.0e-03;"Kannika";13/5/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613731;0.00;"Kannika";13/5/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613732;0.00;"Kannika";13/5/2005;"Aldrin";"µg/l"
613733;0.00;"Kannika";13/5/2005;"Dieldrin";"µg/l"
613734;0.00;"Kannika";13/5/2005;"Endrin";"µg/l"
613735;1.95;"Kannika";13/5/2005;"Macrozoobenthos";
613737;25.50;"Kannika";10/6/2005;"Water temperature";"C"
613740;5.20;"Kannika";10/6/2005;"Dissolved oxygen";"mg/l"
613741;65.00;"Kannika";10/6/2005;"Oxygen saturation";"mg/l"
613743;126.40;"Kannika";10/6/2005;"Total hardness";"mg/l"
613744;192.69;"Kannika";10/6/2005;"Bicarbonates";"mg/l"
613747;262.00;"Kannika";10/6/2005;"Total dissolved salts";"mg/l"
613748;0.30;"Kannika";10/6/2005;"Ammonium";"mg/l"
613749;0.05;"Kannika";10/6/2005;"Nitrites";"mg/l"
613750;1.56;"Kannika";10/6/2005;"Nitrates";"mg/l"
613751;2.30;"Kannika";10/6/2005;"Total nitrogen";"mg/l"
613752;0.06;"Kannika";10/6/2005;"Orthophosphate-phosphorus";"mg/l"
613753;4.60;"Kannika";10/6/2005;"Silica (SiO2)";"mg/l"
613754;51.00;"Kannika";10/6/2005;"Calcium";"mg/l"
613755;23.79;"Kannika";10/6/2005;"Magnesium";"mg/l"
613756;34.40;"Kannika";10/6/2005;"Chlorides";"mg/l"
613757;0.93;"Kannika";10/6/2005;"Iron";"mg/l"
613758;0.11;"Kannika";10/6/2005;"Manganese";"mg/l"
613759;32.00;"Kannika";10/6/2005;"Zinc";"µg/l"
613760;3.01;"Kannika";10/6/2005;"Copper";"µg/l"
613761;2.01;"Kannika";10/6/2005;"Chromium";"µg/l"
613762;9.13;"Kannika";10/6/2005;"Lead";"µg/l"
613763;0.20;"Kannika";10/6/2005;"Cadmium";"µg/l"
613764;0.00;"Kannika";10/6/2005;"Mercury";"µg/l"
613765;0.05;"Kannika";10/6/2005;"Nickel";"µg/l"
613766;6.40;"Kannika";10/6/2005;"Biochemical Oxygen";"mg/l"
613767;0.01;"Kannika";10/6/2005;"Petroleum hydrocarbons";"mg/l"
613768;0.00;"Kannika";12/6/2005;"Atrazine";"µg/l"
613769;9.0e-03;"Kannika";12/6/2005;"Metolachlor";"µg/l"
613770;0.00;"Kannika";12/6/2005;"Heptachloroepoxide";"µg/l"
613771;0.00;"Kannika";12/6/2005;"Heptachlor";"µg/l"
613772;0.00;"Kannika";12/6/2005;"Endosulfan (alpha)";"µg/l"
613773;0.00;"Kannika";12/6/2005;"Endosulfan (beta)";"µg/l"
613774;0.00;"Kannika";12/6/2005;"p,p-DDT";"µg/l"
613775;0.00;"Kannika";12/6/2005;"p,p-DDD";"µg/l"
613776;0.03;"Kannika";12/6/2005;"p,p-DDE";"µg/l"
613777;0.00;"Kannika";12/6/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613778;0.02;"Kannika";12/6/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613779;0.03;"Kannika";12/6/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613780;0.00;"Kannika";12/6/2005;"Aldrin";"µg/l"
613781;0.00;"Kannika";12/6/2005;"Dieldrin";"µg/l"
613782;0.00;"Kannika";12/6/2005;"Endrin";"µg/l"
613783;2.13;"Kannika";12/6/2005;"Macrozoobenthos";
613785;0.02;"Kannika";12/6/2005;"Total coliforms";"mg/l"
613786;0.02;"Kannika";12/6/2005;"Fecal coliforms";"mg/l"
613787;2.0e-03;"Kannika";12/6/2005;"Fecal streptococci";"mg/l"
613788;26.00;"Kannika";8/7/2005;"Water temperature";"C"
613791;5.70;"Kannika";8/7/2005;"Dissolved oxygen";"mg/l"
613792;71.40;"Kannika";8/7/2005;"Oxygen saturation";"mg/l"
613794;100.90;"Kannika";8/7/2005;"Total hardness";"mg/l"
613795;168.89;"Kannika";8/7/2005;"Bicarbonates";"mg/l"
613798;251.00;"Kannika";8/7/2005;"Total dissolved salts";"mg/l"
613799;0.35;"Kannika";8/7/2005;"Ammonium";"mg/l"
613800;0.04;"Kannika";8/7/2005;"Nitrites";"mg/l"
613801;0.94;"Kannika";8/7/2005;"Nitrates";"mg/l"
613802;1.61;"Kannika";8/7/2005;"Total nitrogen";"mg/l"
613803;0.03;"Kannika";8/7/2005;"Orthophosphate-phosphorus";"mg/l"
613804;0.05;"Kannika";8/7/2005;"Total phosphorus";"mg/l"
613805;4.40;"Kannika";8/7/2005;"Silica (SiO2)";"mg/l"
613806;27.12;"Kannika";8/7/2005;"Sodium";"mg/l"
613807;3.50;"Kannika";8/7/2005;"Potassium";"mg/l"
613808;48.00;"Kannika";8/7/2005;"Calcium";"mg/l"
613809;14.50;"Kannika";8/7/2005;"Magnesium";"mg/l"
613810;41.29;"Kannika";8/7/2005;"Chlorides";"mg/l"
613811;27.29;"Kannika";8/7/2005;"Sulphates";"mg/l"
613812;0.34;"Kannika";8/7/2005;"Iron";"mg/l"
613813;0.05;"Kannika";8/7/2005;"Manganese";"mg/l"
613814;10.00;"Kannika";8/7/2005;"Zinc";"µg/l"
613815;6.16;"Kannika";8/7/2005;"Copper";"µg/l"
613816;1.51;"Kannika";8/7/2005;"Chromium";"µg/l"
613817;3.79;"Kannika";8/7/2005;"Lead";"µg/l"
613818;0.05;"Kannika";8/7/2005;"Cadmium";"µg/l"
613819;0.00;"Kannika";8/7/2005;"Mercury";"µg/l"
613820;3.30;"Kannika";8/7/2005;"Nickel";"µg/l"
613821;2.70;"Kannika";8/7/2005;"Biochemical Oxygen";"mg/l"
613822;3.90;"Kannika";8/7/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613823;0.01;"Kannika";8/7/2005;"Petroleum hydrocarbons";"mg/l"
613824;0.13;"Kannika";8/7/2005;"Atrazine";"µg/l"
613825;0.03;"Kannika";8/7/2005;"Alachlor";"µg/l"
613826;0.05;"Kannika";8/7/2005;"Metolachlor";"µg/l"
613827;0.00;"Kannika";8/7/2005;"Heptachlor";"µg/l"
613828;0.00;"Kannika";8/7/2005;"Endosulfan (alpha)";"µg/l"
613829;0.00;"Kannika";8/7/2005;"Endosulfan (beta)";"µg/l"
613830;0.00;"Kannika";8/7/2005;"p,p-DDT";"µg/l"
613831;0.31;"Kannika";8/7/2005;"p,p-DDD";"µg/l"
613832;0.09;"Kannika";8/7/2005;"p,p-DDE";"µg/l"
613833;0.00;"Kannika";8/7/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613834;0.10;"Kannika";8/7/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613835;0.09;"Kannika";8/7/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613836;0.00;"Kannika";8/7/2005;"Aldrin";"µg/l"
613837;0.00;"Kannika";8/7/2005;"Dieldrin";"µg/l"
613838;2.11;"Kannika";8/7/2005;"Macrozoobenthos";
613840;2.0e-03;"Kannika";8/7/2005;"Fecal streptococci";"mg/l"
613841;23.00;"Kannika";12/8/2005;"Water temperature";"C"
613844;5.70;"Kannika";12/8/2005;"Dissolved oxygen";"mg/l"
613845;67.40;"Kannika";12/8/2005;"Oxygen saturation";"mg/l"
613847;94.00;"Kannika";12/8/2005;"Total hardness";"mg/l"
613848;140.30;"Kannika";12/8/2005;"Bicarbonates";"mg/l"
613851;252.00;"Kannika";12/8/2005;"Total dissolved salts";"mg/l"
613852;0.03;"Kannika";12/8/2005;"Ammonium";"mg/l"
613853;0.03;"Kannika";12/8/2005;"Nitrites";"mg/l"
613854;0.96;"Kannika";12/8/2005;"Nitrates";"mg/l"
613855;1.22;"Kannika";12/8/2005;"Total nitrogen";"mg/l"
613856;0.07;"Kannika";12/8/2005;"Orthophosphate-phosphorus";"mg/l"
613857;0.15;"Kannika";12/8/2005;"Total phosphorus";"mg/l"
613858;3.61;"Kannika";12/8/2005;"Silica (SiO2)";"mg/l"
613859;24.90;"Kannika";12/8/2005;"Sodium";"mg/l"
613860;3.00;"Kannika";12/8/2005;"Potassium";"mg/l"
613861;48.00;"Kannika";12/8/2005;"Calcium";"mg/l"
613862;14.50;"Kannika";12/8/2005;"Magnesium";"mg/l"
613863;42.59;"Kannika";12/8/2005;"Chlorides";"mg/l"
613864;22.00;"Kannika";12/8/2005;"Sulphates";"mg/l"
613865;0.10;"Kannika";12/8/2005;"Iron";"mg/l"
613866;0.02;"Kannika";12/8/2005;"Manganese";"mg/l"
613867;13.00;"Kannika";12/8/2005;"Zinc";"µg/l"
613868;4.98;"Kannika";12/8/2005;"Copper";"µg/l"
613869;1.44;"Kannika";12/8/2005;"Chromium";"µg/l"
613870;1.69;"Kannika";12/8/2005;"Lead";"µg/l"
613871;0.64;"Kannika";12/8/2005;"Cadmium";"µg/l"
613872;0.00;"Kannika";12/8/2005;"Mercury";"µg/l"
613873;0.49;"Kannika";12/8/2005;"Nickel";"µg/l"
613874;2.60;"Kannika";12/8/2005;"Biochemical Oxygen";"mg/l"
613875;3.90;"Kannika";12/8/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613876;0.02;"Kannika";12/8/2005;"Anionic active surfactants";"mg/l"
613877;0.01;"Kannika";12/8/2005;"Petroleum hydrocarbons";"mg/l"
613879;0.06;"Kannika";12/8/2005;"Atrazine";"µg/l"
613880;0.18;"Kannika";12/8/2005;"Alachlor";"µg/l"
613881;0.10;"Kannika";12/8/2005;"Metolachlor";"µg/l"
613882;0.00;"Kannika";12/8/2005;"Heptachloroepoxide";"µg/l"
613883;0.00;"Kannika";12/8/2005;"Heptachlor";"µg/l"
613884;0.00;"Kannika";12/8/2005;"Endosulfan (alpha)";"µg/l"
613885;0.00;"Kannika";12/8/2005;"Endosulfan (beta)";"µg/l"
613886;0.00;"Kannika";12/8/2005;"p,p-DDT";"µg/l"
613887;0.08;"Kannika";12/8/2005;"p,p-DDD";"µg/l"
613888;0.02;"Kannika";12/8/2005;"p,p-DDE";"µg/l"
613889;0.00;"Kannika";12/8/2005;"alpha-Hexachlorocyclohexane";"µg/l"
613890;0.03;"Kannika";12/8/2005;"beta-Hexaxchlorocyclohexane";"µg/l"
613891;0.04;"Kannika";12/8/2005;"gamma-Hexachlorocyclohexane";"µg/l"
613892;0.00;"Kannika";12/8/2005;"Aldrin";"µg/l"
613893;0.00;"Kannika";12/8/2005;"Dieldrin";"µg/l"
613894;0.14;"Kannika";12/8/2005;"Endrin";"µg/l"
613895;2.13;"Kannika";12/8/2005;"Macrozoobenthos";
613897;16.00;"Kannika";12/8/2005;"Total coliforms";"mg/l"
613898;0.38;"Kannika";12/8/2005;"Fecal coliforms";"mg/l"
613899;2.0e-03;"Kannika";12/8/2005;"Fecal streptococci";"mg/l"
613900;21.00;"Kannika";9/9/2005;"Water temperature";"C"
613902;7.10;"Kannika";9/9/2005;"Dissolved oxygen";"mg/l"
613903;80.30;"Kannika";9/9/2005;"Oxygen saturation";"mg/l"
613904;11.20;"Kannika";9/9/2005;"Total hardness";"mg/l"
613905;192.10;"Kannika";9/9/2005;"Bicarbonates";"mg/l"
613908;236.00;"Kannika";9/9/2005;"Total dissolved salts";"mg/l"
613909;0.20;"Kannika";9/9/2005;"Ammonium";"mg/l"
613910;0.03;"Kannika";9/9/2005;"Nitrites";"mg/l"
613911;1.14;"Kannika";9/9/2005;"Nitrates";"mg/l"
613912;0.03;"Kannika";9/9/2005;"Orthophosphate-phosphorus";"mg/l"
613913;0.04;"Kannika";9/9/2005;"Total phosphorus";"mg/l"
613914;3.79;"Kannika";9/9/2005;"Silica (SiO2)";"mg/l"
613915;40.00;"Kannika";9/9/2005;"Calcium";"mg/l"
613916;24.29;"Kannika";9/9/2005;"Magnesium";"mg/l"
613917;49.70;"Kannika";9/9/2005;"Chlorides";"mg/l"
613918;44.00;"Kannika";9/9/2005;"Sulphates";"mg/l"
613919;0.15;"Kannika";9/9/2005;"Iron";"mg/l"
613920;0.02;"Kannika";9/9/2005;"Manganese";"mg/l"
613921;10.00;"Kannika";9/9/2005;"Zinc";"µg/l"
613922;4.16;"Kannika";9/9/2005;"Copper";"µg/l"
613923;0.49;"Kannika";9/9/2005;"Chromium";"µg/l"
613924;0.74;"Kannika";9/9/2005;"Lead";"µg/l"
613925;0.05;"Kannika";9/9/2005;"Cadmium";"µg/l"
613926;0.00;"Kannika";9/9/2005;"Mercury";"µg/l"
613927;0.98;"Kannika";9/9/2005;"Nickel";"µg/l"
613928;0.92;"Kannika";9/9/2005;"Biochemical Oxygen";"mg/l"
613929;2.90;"Kannika";9/9/2005;"Chemical Oxygen Demand (Mn)";"mg/l"
613930;0.01;"Kannika";9/9/2005;"Petroleum hydrocarbons";"mg/l"
613931;0.13;"Kannika";9/9/2005;"Atrazine";"µg/l"
613932;0.19;"Kannika";9/9/2005;"Simazine";"µg/l"
613933;0.44;"Kannika";9/9/2005;"Alachlor";"µg/l"
613934;0.00;"Kannika";9/9/2005;"Metolachlor";"µg/l"
613935;0.00;"Kannika";9/9/2005;"Heptachloroepoxide";"µg/l"
613936;5.0e-03;"Kannika";9/9/2005;"Heptachlor";"µg/l"
613937;0.00;"Kannika";9/9/2005;"Endosulfan (alpha)";"µg/l"
613938;0.00;"Kannika";9/9/2005;"Endosulfan (beta)";"µg/l"
613939;0.00;"Kannika";9/9/2005;"p,p-DDT";"µg/l"
613940;0.20;"Kannika";9/9/2005;"p,p-DDD";"µg/l"
613941;0.02;"Kannika";9/9/2005;"p,p-DDE";"µg/l"
